OBJECTID,Date,SurveyType,SpeciesName,Stage,Activity,AirTempF,Number of Individuals,SiteSubClass,Alive_Dead,Lon,Lat
1873,9/21/15,Incidental,UNK,UNK,Hopping,74,,Kip Track,Aiive,-75.1587,44.584
1874,9/21/15,Incidental,UNK,UNK,Hopping,74,,Kip Track,Aiive,-75.1587,44.584
1875,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1582,44.5832
1876,9/21/15,Incidental,UNK,UNK,Hopping,74,,Kip Track,Aiive,-75.1587,44.584
1877,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1582,44.5832
1878,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,3,Little River,Aiive,-75.1582,44.5832
1879,9/21/15,Active,Green Frog,Adult,Basking,74,,riverbank,Aiive,-75.1613,44.5813
1880,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1582,44.5832
1881,9/21/15,Active,Bullfrog,Adult,Basking,70,,riverbank,Aiive,-75.1616,44.5811
1882,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1582,44.5831
1883,9/4/15,Canoe  ,UNK,Adult,UNK,80,,Little River,Aiive,-75.1582,44.5831
1884,9/21/15,Active,Bullfrog,Adult,Basking,70,,riverbank,Aiive,-75.1616,44.5811
1885,9/4/15,Canoe  ,UNK,Adult,UNK,80,,Little River,Aiive,-75.1582,44.583
1886,9/21/15,Active,Mink Frog,Adult,Basking,70,,riverbank,Aiive,-75.1618,44.5811
1887,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.158,44.5827
1888,9/22/15,Active,UNK,Adult,Jumping,68,,Kip Tract,Aiive,-75.1527,44.5826
1889,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1595,44.5854
1890,9/22/15,Active,Northern Leopard Frog,Adult,Basking,68,,Kip Tract,Aiive,-75.1517,44.5832
1891,9/4/15,Canoe  ,Northern Leopard Frog,Adult,UNK,80,3,Little River,Aiive,-75.1581,44.5823
1892,9/22/15,Active,Bullfrog,Adult,Sitting in water,68,,Kip Tract,Aiive,-75.1517,44.5832
1893,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1581,44.5823
1894,9/22/15,Active,Northern Leopard Frog,Adult,Jumping,68,,Kip Tract,Aiive,-75.1517,44.5832
1895,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1581,44.5823
1896,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1581,44.5823
1897,9/22/15,Active,UNK,Juvenile,Sitting in water,68,,Kip Tract,Aiive,-75.1517,44.5832
1898,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1581,44.5823
1899,9/22/15,Active,Green Frog,Adult,sitting in creek,68,,Kip Tract,Aiive,-75.1517,44.5832
1900,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1579,44.5827
1901,9/4/15,Canoe  ,Green Frog,Adult,UNK,80,,Little River,Aiive,-75.1579,44.5827
1902,9/22/15,Active,Green Frog,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1554,44.5926
1903,9/4/15,Canoe  ,Green Frog,Adult,UNK,83,,Little River,Aiive,-75.1579,44.5827
1904,9/4/15,Canoe  ,Green Frog,Adult,UNK,83,,Little River,Aiive,-75.1579,44.5825
1905,9/22/15,Active,Green Frog,Adult,Resting,72,,Avenue of Elm,Aiive,-75.1551,44.5927
1906,9/4/15,Canoe  ,Green Frog,Adult,UNK,83,,Little River,Aiive,-75.1582,44.5835
1907,9/4/15,Canoe  ,Green Frog,Adult,UNK,83,,Little River,Aiive,-75.1581,44.5833
1908,9/22/15,Active,Northern Leopard Frog,Adult,Hopping,72,1,Avenue of Elm,Aiive,-75.1546,44.5927
1909,10/4/14,Active,Blue-spotted Salamander,Juvenile,Moving,64,,Facilities,Alive,-75.158,44.5862
1910,9/4/15,Canoe  ,Green Frog,Adult,UNK,83,,Little River,Aiive,-75.1595,44.5854
1911,9/22/15,Active,UNK,Adult,Hopping,72,,Avenue of Elm,Aiive,-75.1542,44.5928
1912,9/4/15,Canoe  ,Northern Leopard Frog,Adult,UNK,83,1,Little River,Aiive,-75.1595,44.5854
1913,10/4/14,Active,Green Frog,UNK,Moving,64,,Facilities,Alive,-75.1581,44.5863
1914,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1517,44.5831
1915,9/4/15,Canoe  ,Green Frog,Adult,UNK,83,1,Little River,Aiive,-75.158,44.5827
1916,10/4/14,Active,Northern Leopard Frog,Metamorph,in grass,64,,Facilities,Alive,-75.1578,44.586
1917,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1517,44.5831
1918,9/4/15,Active,Green Frog,Adult,Basking,83,1,Little River,Aiive,-75.158,44.5827
1919,10/4/14,Trail,Wood Frog,Adult,Thermoregulating,55,,Kip Track,Alive,-75.1595,44.5828
1920,9/23/15,Active,Bullfrog,Adult,Hopping,64,,Kip Track,Aiive,-75.1518,44.5831
1921,9/4/15,Active,UNK,,Calling,83,,Little River,Aiive,-75.158,44.5827
1922,9/23/15,Active,Bullfrog,Metamorph,Swimming,64,,Kip Track,Aiive,-75.1519,44.5831
1923,9/4/15,Active,UNK,Adult,Calling,83,,Little River,Aiive,-75.158,44.5827
1924,9/4/15,Active,Green Frog,Adult,UNK,83,1,Little River,Aiive,-75.1579,44.5828
1925,10/4/14,Trail,Green Frog,Adult,Thermoregulating,UNK,,Kip Track,Alive,-75.1643,44.58
1926,9/23/15,Active,Green Frog,Adult,Hopping,65,,Kip Track,Aiive,-75.1519,44.5831
1927,9/4/15,Active,Green Frog,Adult,Basking,83,,Little River,Aiive,-75.1579,44.5828
1928,9/23/15,Active,Mink Frog,Adult,Resting,65,1,Kip Track,Aiive,-75.1518,44.5831
1929,10/5/14,Trail,UNK,UNK,Thermoregulating,UNK,,Kip Track,Alive,-75.1586,44.5843
1930,9/4/15,Active,Green Frog,Adult,UNK,83,,Little River,Aiive,-75.1579,44.5828
1931,9/23/15,Active,Bullfrog,Adult,Resting,66,1,Kip Track,Aiive,-75.1518,44.5831
1932,10/5/14,Trail,UNK,UNK,Thermoregulating,UNK,,Kip Track,Alive,-75.1517,44.5831
1933,9/7/15,Incidental,American Toad,Adult,Hopping,82,,Sandbanks,Aiive,-75.1573,44.5773
1934,9/7/15,Incidental,Bullfrog,Adult,sitting on road,82,,Road,Aiive,-75.1593,44.5863
1935,9/23/15,Active,Bullfrog,Adult,Swimming,66,1,Kip Track,Aiive,-75.1517,44.5831
1936,10/5/14,Trail,UNK,UNK,NA,UNK,0,Kip Track,Dead,-75.1562,44.5829
1937,10/10/15,Call,UNK,UNK,UNK,49,0,Avenue of Elm,Aiive,-75.1484,44.5942
1938,9/7/15,Auditory,UNK,UNK,UNK,82,,Soccer Fields,NA,-75.1594,44.5839
1939,9/23/15,Active,Bullfrog,Adult,Hopping,66,1,Kip Track,Aiive,-75.1529,44.5826
1940,10/5/14,Trail,Northern Leopard Frog,Adult,Thermoregulating,54,,Kip Track,Alive,-75.1584,44.5836
1941,10/11/15,Active,Mink Frog,Adult,Basking,64,,XC Trail,Aiive,-75.1653,44.5826
1942,9/8/15,Active,American Toad,Adult,Hopping,81,,XC Trail,Aiive,-75.1599,44.5823
1943,9/23/15,Active  ,Green Frog,UNK,Resting,66,1,Kip Track,Aiive,-75.1529,44.5826
1944,10/5/14,Trail,UNK,Juvenile,Moving,54,,Kip Track,Alive,-75.1584,44.5836
1945,10/11/15,Active,Green Frog,Adult,hopping,64,,XC Trail,Aiive,-75.1659,44.5814
1946,9/8/15,Active,American Toad,Adult,Hopping,81,1,XC Trail,Aiive,-75.1624,44.5818
1947,10/5/14,Active,Green Frog,Adult,Thermoregulating,UNK,,Wacht Field Station,Alive,-75.1584,44.5843
1948,9/25/15,Active,Bullfrog,metamorph,Hopping,64,0,Avenue of Elm,Aiive,-75.157,44.5922
1949,10/11/15,Road,UNK,UNK,UNK,65,,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
1950,9/8/15,Active,American Toad,Adult,Hopping,82,1,XC Trail,Aiive,-75.1621,44.5813
1951,10/5/14,Active,Northern Leopard Frog,Adult,Thermoregulating,UNK,,Wacht Field Station,Alive,-75.1544,44.5837
1952,9/25/15,Active,Bullfrog,Adult,Hopping,64,0,Avenue of Elm,Aiive,-75.157,44.5922
1953,10/11/15,Call,UNK,UNK,UNK,64,,riverbank,Aiive,-75.1616,44.5812
1954,9/8/15,Active,American Toad,Adult,Hopping,81,1,XC Trail,Aiive,-75.1619,44.5814
1955,10/5/14,Active,Green Frog,Juvenile,Thermoregulating,UNK,,Wacht Field Station,Alive,-75.1538,44.5829
1956,9/25/15,Active,UNK,UNK,Hopping,62,,Golf course,Aiive,-75.156,44.5929
1957,9/8/15,Active,Green Frog,Adult,Basking,81,0,XC Trail,Aiive,-75.1615,44.5811
1958,10/11/15,Active,UNK,UNK,UNK,64,,XC Trail,Aiive,-75.1614,44.5813
1959,9/8/15,Active,Northern Leopard Frog,Adult,Hopping,82,1,XC Trail,Aiive,-75.1621,44.5818
1960,10/5/14,Active,Green Frog,Metamorph,Thermoregulating,UNK,,Wacht Field Station,Alive,-75.1538,44.5829
1961,9/25/15,Active,Mink Frog,Adult,Resting,61,,Golf course,Aiive,-75.1553,44.593
1962,10/11/15,Incidental,Bullfrog,Adult,Swimming,NA,1,Kip Track,Aiive,-75.1517,44.5831
1963,10/5/14,Active,Bullfrog,Adult,Swimming,UNK,,Wacht Field Station,Alive,-75.1536,44.5829
1964,9/25/15,Active,UNK,UNK,Hopping,61,,Golf course,Aiive,-75.1549,44.5931
1965,10/11/15,Incidental,Bullfrog,Adult,Swimming,NA,1,Kip Track,Aiive,-75.1519,44.5831
1966,10/5/14,Active,Green Frog,Adult,Thermoregulating,UNK,,Wacht Field Station,Alive,-75.1517,44.5831
1967,9/25/15,Active,Green Frog,Juvenile,Resting,59,,Golf course,Aiive,-75.1548,44.5932
1968,10/12/15,active,Bullfrog,Adult,Sitting,63,,field,Aiive,-75.1387,44.5904
1969,9/25/15,Active,Bullfrog,Adult,Hopping,58,1,Golf course,Aiive,-75.1548,44.5933
1970,10/5/14,Road,UNK,UNK,Moving,54,,Road,Dead,-75.1517,44.5831
1971,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1579,44.5835
1972,9/25/15,Active,UNK,UNK,Resting,58,1,Golf course,Aiive,-75.1468,44.5879
1973,10/6/14,Trail,American Toad,Juvenile,Moving,52,,Kip Track,Alive,-75.1587,44.5834
1974,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5834
1975,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
1976,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
1977,10/12/15,Active,Green Frog,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.1581,44.5834
1978,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5834
1979,9/25/15,Active,UNK,UNK,Resting,57,1,Golf course,Aiive,-75.1468,44.5879
1980,10/6/14,Road,Northern Leopard Frog,Metamorph,Thermoregulating,52,NC,Road,Alive,-75.158,44.5835
1981,9/14/16,Active,<Null>,Adult,Jumped into water,64,,NC,NC,-75.1574,44.5818
1982,9/27/15,Active,UNK,UNK,Resting,75,NC,Little River,Aiive,-75.1581,44.5808
1983,9/14/16,Active,Bullfrog,Adult,Resting in water ,64,1,NC,NC,-75.1576,44.5817
1984,10/6/14,Trail,Wood Frog,Juvenile,Thermoregulating,52,,Kip Track,Alive,-75.1585,44.5834
1985,10/12/15,Active,Green Frog,Adult,Basking,55,2,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5833
1986,9/27/15,Active,UNK,UNK,UNK,75,NC,Little River,Aiive,-75.1581,44.5808
1987,9/14/16,Active,<Null>,Tadpole,Swimming in vege in middle of river,64,1,NC,NC,-75.1575,44.5815
1988,10/6/14,Trail,Green Frog,Metamorph,Thermoregulating,50,NC,Kip Track,Alive,-75.1585,44.5837
1989,9/14/16,Active,Bullfrog,Adult,Resting in water,64,1,NC,NC,-75.1577,44.5815
1990,10/6/14,Trail,Northern Leopard Frog,Juvenile,Moving,63,,Golf Course,Alive,-75.1585,44.5837
1991,10/12/15,Active,UNK,Adult,Basking,55,,Little Grasse Fishing Pull-off,Aiive,-75.158,44.5833
1992,9/27/15,Active,Bullfrog,Adult,UNK,75,1,Little River,Aiive,-75.1581,44.5808
1993,10/6/14,Trail,Green Frog,Juvenile,Moving,63,NC,Canoe Shack,Alive,-75.1582,44.5834
1994,9/14/16,Active,Bullfrog,Adult,Resting in water,64,,NC,NC,-75.1576,44.5815
1995,9/27/15,Active,Green Frog,Metamorph,Resting,75,1,Little River,Aiive,-75.1579,44.5807
1996,10/6/14,Trail,Northern Leopard Frog,Adult,Moving,63,NC,Canoe Shack,Alive,-75.1582,44.5834
1997,9/14/16,Active,<Null>,Tadpole,Moving into vege,64,,NC,NC,-75.1573,44.5814
1998,10/12/15,Active,Green Frog,Adult,Resting,55,,Golf Course,Aiive,-75.1468,44.5879
1999,9/27/15,Active,Green Frog,Metamorph,Resting,75,1,Little River,Aiive,-75.158,44.5808
2000,10/6/14,Trail,Green Frog,Juvenile,Moving,63,NC,Canoe Shack,Alive,-75.1582,44.5834
2001,9/14/16,Active,<Null>,Juvenile,Resting in vege in water. Swam away before ID.,64,,NC,NC,-75.1572,44.5814
2002,10/12/15,Active,Bullfrog,Adult,Resting,55,1,Golf Course,Aiive,-75.1469,44.5878
2003,10/6/14,Trail,Green Frog,UNK,Moving,63,NC,Canoe Shack,Alive,-75.1582,44.5834
2004,9/14/16,Active,Bullfrog,Adult,"Resting in water, swam along riverbank ",64,,NC,NC,-75.1572,44.5814
2005,10/12/15,Active,Bullfrog,Adult,Resting,55,NC,Golf Course,Aiive,-75.1469,44.5878
2006,9/14/16,Active,Green Frog,Adult,Resting in water,64,,NC,NC,-75.157,44.5811
2007,10/12/15,Active,Bullfrog,Adult,Resting,55,1,Golf Course,Aiive,-75.147,44.5879
2008,10/6/14,Road,Northern Leopard Frog,UNK,NA,52,NC,Road,Dead,-75.157,44.5834
2009,9/14/16,Active,Green Frog,Adult,Resting on waters edge,64,1,NC,NC,-75.1571,44.5811
2010,10/6/14,Road,UNK,UNK,NA,52,NC,Road,Dead,-75.1541,44.5809
2011,9/14/16,Active,Green Frog,Adult,Moving in water,64,,NC,NC,-75.1569,44.5811
2012,10/12/15,Active,Green Frog,Adult,Resting,55,1,Golf Course,Aiive,-75.1471,44.5878
2013,10/6/14,Road,Green Frog,UNK,Moving,52,NC,Road,Alive,-75.1563,44.5828
2014,9/14/16,Active,Green Frog,Adult,Moving,64,,NC,NC,-75.157,44.581
2015,10/12/15,Active,Bullfrog,Adult,Hopping,55,1,Golf Course,Aiive,-75.1495,44.588
2016,10/7/14,Trail,Northern Leopard Frog,Juvenile,Moving,61,NC,Kip Track,Alive,-75.14,44.5906
2017,9/14/16,Active,Green Frog,Adult,Resting,64,1,NC,NC,-75.1571,44.5808
2018,10/7/14,Trail,Green Frog,Adult,Moving,61,NC,Kip Track,Alive,-75.1584,44.5843
2019,9/14/16,Active,<Null>,Adult,Resting,64,,NC,NC,-75.1569,44.5808
2020,10/12/15,Active,UNK,Adult,Hopping,55,1,Golf Course,Aiive,-75.1498,44.588
2021,10/7/14,Trail,Green Frog,Adult,Moving,61,,Kip Track,Alive,-75.1583,44.5843
2022,10/12/15,Active,UNK,Adult,Dead,54,NC,Golf Course,Dead,-75.1497,44.588
2023,9/14/16,Active,<Null>,Adult,Resting,64,NC,NC,NC,-75.157,44.5807
2024,9/14/16,Active,Green Frog,Adult,Moving jumping into water,64,1,NC,NC,-75.157,44.5808
2025,10/7/14,Trail,Green Frog,Juvenile,Moving,61,,Kip Track,Alive,-75.1583,44.5843
2026,10/12/15,active,UNK,Adult,Leaping,nr,NC,field,Aiive,-75.1388,44.5906
2027,9/14/16,Active,Green Frog,Adult,Moving jumping into water,64,1,NC,NC,-75.157,44.5808
2028,10/7/14,Trail,Green Frog,Metamorph,Moving,65,,Other,Alive,-75.1585,44.5837
2029,10/12/15,active,UNK,Adult,Leaping,nr,NC,field,Aiive,-75.1387,44.5908
2030,9/14/16,Active,Mink Frog,Adult,Resting at waters edge,64,1,NC,NC,-75.157,44.5807
2031,10/7/14,Trail,Northern Leopard Frog,UNK,Moving,65,NC,Other,Alive,-75.1585,44.5837
2032,9/14/16,Active,<Null>,Adult,Jumped into water,64,1,NC,NC,-75.157,44.5808
2033,10/8/14,Trail,American Toad,Juvenile,Thermoregulating,55,,Kip Track,Alive,-75.1585,44.5837
2034,10/12/15,active,Bullfrog,Juvenile,Resting,nr,NC,field,Aiive,-75.139,44.591
2035,9/15/16,Active,Wood Frog,Juvenile,Moving from path to bushes,55,,NC,NC,-75.1469,44.5845
2036,10/12/15,active,UNK,UNK,Leaping,nr,NC,field,Aiive,-75.138,44.5907
2037,9/15/16,Active,American Toad,Adult,Moving,55,,NC,NC,-75.1468,44.5846
2038,10/12/15,incidental,UNK,UNK,Leaping,nr,NC,field,Aiive,-75.1381,44.5907
2039,9/15/16,Active,Green Frog,Juvenile,Still on trail,55,NC,NC,NC,-75.1522,44.5831
2040,9/15/16,Auditory,Bullfrog,Unknown,"Basking, moving, etc.",55,,NC,NC,-75.1593,44.5858
2041,10/12/15,incidental,UNK,UNK,Leaping,nr,NC,field,Aiive,-75.1387,44.5904
2042,9/15/16,Auditory,Western Chorus Frog,Unknown,Calling,54,NC,NC,NC,-75.1592,44.5856
2043,9/15/16,Active,Green Frog,Adult,Still,46,NC,NC,NC,-75.1545,44.5858
2044,9/15/16,Active,Green Frog,Adult,Being still,46,,NC,NC,-75.1545,44.5858
2045,10/12/15,Active,Bullfrog,Adult,Hopping,54,NC,Golf Course,Aiive,-75.1499,44.588
2046,9/15/16,Active,Green Frog,Adult,Being still,46,,NC,NC,-75.1545,44.5857
2047,10/13/15,Active,Northern Leopard Frog,Adult,Basking,55,NC,Kip Track,Aiive,-75.1553,44.5837
2048,9/15/16,Incidental,<Null>,<Null>,moving,0,NC,NC,NC,-75.1433,44.5845
2049,9/15/16,Active,American Toad,Adult,"Spotted sitting under a log, 7-8 feet from river bed ",64,,NC,NC,-75.162,44.5805
2050,10/13/15,Active,Green Frog,Adult,Basking,55,NC,Kip Track,Aiive,-75.1664,44.5832
2051,9/15/16,Active,Green Frog,Metamorph,"Sitting on bank, near an abundance of snail trails",64,,NC,NC,-75.1621,44.5805
2052,10/13/15,Active,Green Frog,Adult,Basking,55,NC,Kip Track,Aiive,-75.1654,44.5824
2053,9/15/16,Active,Green Frog,Metamorph,Sitting on bank,64,0,NC,NC,-75.162,44.5805
2054,10/13/15,Road,UNK,UNK,UNK,53,NC,Road,Aiive,-75.1654,44.5908
2055,9/15/16,Active,Green Frog,Metamorph,Sitting on bank,64,,NC,NC,-75.162,44.5805
2056,10/14/15,Active,Green Frog,Adult,hopping,52,NC,XC Trail,Aiive,-75.1657,44.5816
2057,9/15/16,Active,Bullfrog,Adult,Spotted eyes above the water,64,,NC,NC,-75.162,44.5805
2058,10/14/15,Road,UNK,UNK,dead,51,NC,Road,Dead,-75.1583,44.5846
2059,9/15/16,Active,Green Frog,Adult,Basking on shore,64,NC,NC,NC,-75.1624,44.5798
2060,9/15/16,Active,Green Frog,Metamorph,Basking on the bank,64,,NC,NC,-75.1623,44.5798
2061,10/14/15,Road,UNK,UNK,dead,52,NC,Road,Dead,-75.1588,44.5849
2062,9/15/16,Active,Green Frog,Metamorph,Basking on the bank,64,NC,NC,NC,-75.1626,44.5791
2063,9/15/16,Active,Green Frog,Metamorph,"Basking, moving, etc.",64,,NC,NC,-75.1626,44.5791
2064,10/14/15,Road,UNK,UNK,dead,52,NC,Road,Dead,-75.1596,44.5856
2065,9/15/16,Active,Bullfrog,Adult,"Hopped into reeds, made a large noise hopping further inland",64,,NC,NC,-75.1626,44.5791
2066,10/14/15,Active,Bullfrog,Adult,Sitting/Leaping,57,0,ESL wetland,Aiive,-75.1359,44.5935
2067,10/14/15,Road,UNK,UNK,UNK,52,,Miner Street (b/w athletics and XC trail),Aiive,-75.1662,44.5853
2068,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2069,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2070,10/14/15,Active,Bullfrog,Adult,Leaping,nr,,ESL wetland,Aiive,-75.1359,44.5935
2071,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2072,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2073,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1583,44.5831
2074,9/22/14,Active,UNK,UNK,Moving,52,1,Tracy Brook,Alive,-75.1401,44.5906
2075,9/21/14,Active,Green Frog,Juvenile,in grass,72,1,Facilities,Alive,-75.1583,44.5851
2076,9/22/14,Active,UNK,UNK,Moving,52,,Tracy Brook,Alive,-75.1401,44.5906
2077,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1583,44.5831
2078,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1583,44.5831
2079,9/22/14,Active,UNK,UNK,Moving,52,1,Tracy Brook,Alive,-75.1401,44.5906
2080,9/21/14,Active,Blue-spotted Salamander,Adult,Moving,72,,Facilities,Alive,-75.1583,44.5848
2081,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1583,44.5831
2082,9/21/14,Active,Green Frog,Metamorph,Forageing,72,1,Facilities,Alive,-75.1583,44.5851
2083,9/22/14,Active,UNK,UNK,Moving,52,1,Tracy Brook,Alive,-75.1401,44.5906
2084,9/21/14,Active,UNK,UNK,NA,72,1,Facilities,Dead,-75.1583,44.5863
2085,9/22/14,Active,UNK,UNK,Moving,52,,Tracy Brook,Alive,-75.1401,44.5906
2086,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1581,44.5829
2087,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5836
2088,9/22/14,Active,UNK,UNK,Moving,52,,Tracy Brook,Alive,-75.1401,44.5906
2089,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
2090,9/22/14,Active,UNK,UNK,Moving,52,,Tracy Brook,Alive,-75.1401,44.5906
2091,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
2092,9/22/14,Road,Northern Leopard Frog,Juvenile,NA,43,1,Road,Dead,-75.1583,44.5835
2093,9/22/14,Active,UNK,UNK,Moving,52,,Tracy Brook,Alive,-75.1401,44.5906
2094,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
2095,9/22/14,Road,Northern Leopard Frog,Juvenile,Thermoregulating,43,NA,Road,Alive,-75.1583,44.5833
2096,9/23/14,Active,0,NA,NA,53,1,Tracy Brook,NA,-75.1401,44.5906
2097,9/22/14,Road,Bullfrog,Adult,NA,43,,Road,Dead,-75.1583,44.5828
2098,10/15/15,Canoe,NA,NA,Floating,59,,Little River,Aiive,-75.1582,44.5826
2099,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
2100,9/24/14,Active,Northern Leopard Frog,UNK,Moving,50,1,Wetland,Alive,-75.1598,44.5882
2101,9/22/14,Road,UNK,UNK,NA,43,,Road,Dead,-75.1583,44.5833
2102,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
2103,9/24/14,Active,Green Frog,UNK,Resting,50,1,Wetland,Alive,-75.139,44.5894
2104,9/22/14,Road,Green Frog,UNK,NA,55,,Road,Dead,-75.1583,44.5835
2105,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
2106,9/24/14,Active,Green Frog,UNK,Resting,50,1,Wetland,Alive,-75.139,44.5894
2107,9/22/14,Road,Northern Leopard Frog,UNK,NA,55,,Road,Dead,-75.1583,44.5834
2108,10/15/15,Canoe,NA,NA,Floating,59,NA,Little River,Aiive,-75.1582,44.5826
2109,9/24/14,Active,0,NA,NA,50,1,Tracy Brook,NA,-75.1401,44.5906
2110,9/22/14,Road,UNK,UNK,NA,55,,Road,Dead,-75.1583,44.5828
2111,10/15/15,Canoe,NA,NA,Floating,59,1,Little River,Aiive,-75.1582,44.5826
2112,9/26/14,Trail,Wood Frog,Juvenile,Thermoregulating,48,1,Kip Track,Alive,-75.1586,44.5838
2113,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5835
2114,9/26/14,Road,Wood Frog,Juvenile,Thermoregulating,47,1,Road,Alive,-75.1579,44.5836
2115,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5836
2116,9/26/14,Road,Bullfrog,Juvenile,Thermoregulating,45,1,Road,Alive,-75.1586,44.5846
2117,9/22/14,Road,Green Frog,UNK,NA,55,NA,Road,Dead,-75.1583,44.5836
2118,9/27/14,Active,0,NA,NA,66,1,Tracy Brook,NA,-75.1401,44.5906
2119,9/22/14,Road,Northern Leopard Frog,UNK,NA,55,NA,Road,Dead,-75.1583,44.5837
2120,9/28/14,Active,0,NA,NA,58,1,Tracy Brook,NA,-75.1401,44.5906
2121,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5852
2122,9/29/14,Road,American Toad,Adult,Moving,70,1,Road,Alive,-75.1558,44.5826
2123,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5851
2124,9/29/14,Road,Northern Leopard Frog,Adult,Dead,70,1,Road,Dead,-75.1573,44.5836
2125,9/22/14,Road,Green Frog,UNK,NA,55,NA,Road,Dead,-75.1583,44.5851
2126,9/29/14,Active,0,NA,NA,62,1,Wetland,NA,-75.1359,44.5935
2127,9/29/14,Active,UNK,UNK,Resting,62,1,Tracy Brook,Alive,-75.1401,44.5906
2128,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5849
2129,9/29/14,Active,UNK,UNK,Resting,62,1,Tracy Brook,Alive,-75.1401,44.5906
2130,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5849
2131,9/29/14,Active,UNK,UNK,Resting,62,1,Tracy Brook,Alive,-75.1401,44.5906
2132,9/22/14,Road,Northern Leopard Frog,UNK,NA,55,1,Road,Dead,-75.1583,44.5845
2133,9/22/14,Road,Green Frog,UNK,NA,55,1,Road,Dead,-75.1583,44.584
2134,9/29/14,Active,UNK,UNK,Resting,62,1,Tracy Brook,Alive,-75.1401,44.5906
2135,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.1583,44.5836
2136,9/29/14,Active,UNK,UNK,Resting,62,1,Tracy Brook,Alive,-75.1401,44.5906
2137,9/29/14,Active,UNK,UNK,Resting,62,1,Tracy Brook,Alive,-75.1401,44.5906
2138,9/22/14,Road,UNK,UNK,NA,55,1,Road,Dead,-75.157,44.5835
2139,9/29/14,Active,UNK,UNK,Resting,62,1,Tracy Brook,Alive,-75.1401,44.5906
